code	country_exposure	2020_EW10	2020_EW11	2020_EW12	2020_EW13	2020_EW14	2020_EW15	2020_EW16	2020_EW17	2020_EW18	2020_EW19	2020_EW20	2020_EW21	2020_EW22	2020_EW23	2020_EW24	2020_EW25	2020_EW26	2020_EW27	2020_EW28	2020_EW29	2020_EW30	2020_EW31	2020_EW32	2020_EW33	2020_EW34	2020_EW35	2020_EW36	2020_EW37	2020_EW38	2020_EW39	2020_EW40	2020_EW41	2020_EW42	2020_EW43	2020_EW44	2020_EW45	2020_EW46	2020_EW47	2020_EW48	2020_EW49	2020_EW50	2020_EW51	2020_EW52	2020_EW53	2021_EW01	2021_EW02	2021_EW03	2021_EW04	2021_EW05	2021_EW06	2021_EW07	2021_EW08	2021_EW09	2021_EW10	2021_EW11	2021_EW12	2021_EW13	2021_EW14	2021_EW15	2021_EW16	2021_EW17	2021_EW18	2021_EW19	2021_EW20	2021_EW21	2021_EW22	2021_EW23	2021_EW24	2021_EW25	2021_EW26	2021_EW27	2021_EW28	2021_EW29	2021_EW30	2021_EW31	2021_EW32	2021_EW33	2021_EW34	2021_EW35	2021_EW36	2021_EW37	2021_EW38	2021_EW39	2021_EW40	2021_EW41	2021_EW42	2021_EW43	2021_EW44	2021_EW45	2021_EW46	2021_EW47	2021_EW48	2021_EW49	2021_EW50	2021_EW51	2021_EW52	2022_EW01	2022_EW02	2022_EW03	2022_EW04	2022_EW05	2022_EW06	2022_EW07	2022_EW08	2022_EW09	2022_EW10	2022_EW11	2022_EW12	2022_EW13	2022_EW14	2022_EW15	2022_EW16	2022_EW17	2022_EW18	2022_EW19	2022_EW20	2022_EW21	2022_EW22	2022_EW23	2022_EW24	cumulative_proportion
FL	USA	1.0	1.0	0.19796215429403202	0.05266666666666667	0.017108309750450218	0.03262900675578554	0.023721063160903114	0.017766972133906864	0.013192041522491349	0.0125605993829881	0.015592515592515593	0.006583897667419112	0.0054747970549367565	0.007908371966184892	0.005373355567908097	0.0026673252654976537	0.0017033137194177764	0.002538821360877806	0.0020633270761259096	0.001998603385585976	0.0015596163343817421	0.0021673764061236017	0.0019549292143762487	0.0013005109150023223	0.004113018597997139	0.001775203214052135	0.0024935649935649935	0.0033890646181653863	0.0051876716509002135	0.0013754369877929968	0.006097177698158276	0.002861130495464061	0.0011884550084889642	0.002524190155658393	0.00045634317006388805	0.0013611352447147407	0.0012099213551119178	0.0024677865717156406	0.0009351037965214139	0.002113737741098211	0.000311873468478503	0.0010762284754304915	0.0021141649048625794	0.0018172751953016788	0.0034497196533896453	0.0030684162573699587	0.006321493076459964	0.009908381404818459	0.010282153366799376	0.02457590256633319	0.03322959061527412	0.03121951219512195	0.03576514846164181	0.06429281013286973	0.07903241288836271	0.06818443804034582	0.07247827232025283	0.0804443271514599	0.07496424782027034	0.07173923433542036	0.0784890360895386	0.08408712642014618	0.07569616943391293	0.06503414425949637	0.04549075844486934	0.05651921321271475	0.07167801641348001	0.10163447251114413	0.12681028240405504	0.10424636572302984	0.0952120267823304	0.07947369579088649	0.07842440477817565	0.07045446335031248	0.06255241148488694	0.023253208929653938	0.022296669762504974	0.025329467580390088	0.031578458537793536	0.03764626081058165	0.0385668043895892	0.04386485951365265	0.05504169012574064	0.0735784625158831	0.07545063008454299	0.07230156550398242	0.08591885441527446	0.09287483330158125	0.07852844107940206	0.08745324031948236	X	0.03958066990539504	0.0711645101663586	0.06705731424014424	0.020678332599207143	0.012194758735716248	0.009086612312418764	0.00778053081760391	0.009029449242531502	0.013192225233607054	0.015360784819930296	0.02202927434900513	0.04675146909588653	0.06390314618187518	0.07860418458010891	0.08620354154504767	X	0.053103159906815606	X	0.07166947723440135	X	0.034120590580407464	X	0.025947806516738652	X	0.023878349894610056	0.1366792388136465	0.01589421200953826	0.0002886419396738346	0.0	0.024806715042793505
GA	USA	1.0	0.5294117647058824	0.11203319502074689	0.0011043622308117063	0.0036900369003690036	0.0015002500416736123	0.000544464609800363	0.002881325409688457	0.002348796241926013	0.002583979328165375	0.0008650519031141869	0.00019880715705765408	0	0.0007955449482895784	0.0003673094582185491	0.0005710206995003569	0.0010737294201861132	0.0014726737209556015	0.0007589412769186984	0.00043172808979944266	0.0005136715663031453	0.0011279407025459234	0.0006406149903907751	0.0003219723103813072	0.0003518236190922951	0.0005149330587023687	0.001595358955765047	0.001320771330456987	0.0009904258831297458	0.0005648441030275643	0.0006027000964320154	0.0008641975308641976	0.0007679648930334613	0.003913511398101947	0.0049172999552972736	0.0010396185052093927	0.00044772778150884264	0.0009623833633206411	0.0003371868978805395	0.0006602320243971453	0.0010085598282862241	0.0008359692724807953	0.006259679917398038	0.002733695459225335	0.003012709869763063	0.0023679926329118087	0.004190875321459187	0.00954233409610984	0.008591174232817652	0.02227820199952767	0.01757486030851521	0.020058708414872797	0.025581263145926895	0.04048619179551345	0.04638667502462613	0.039627039627039624	0.04659459459459459	0.04390243902439024	0.04349056603773585	0.035385259631490786	0.05153445280833816	0.049980874665306645	0.05903866248693835	0.03346543372963452	0.033252882810404935	0.028275587415372363	0.04898584003061615	0.07653490328006729	0.07123534715960325	0.0925700365408039	0.11343669250645995	0.1006079027355623	0.09242049620598516	0.08885209713024282	0.09871834948421382	0.05180202059452108	0.03783803631423378	0.03809554119856147	0.03920800150498526	0.040229430379746835	0.044441723800195884	0.04157670717414102	0.04183145105394055	0.04877693651718113	0.05540208717004297	0.06360824742268041	0.05521048999309869	0.06034855249891977	0.07160057794188474	0.048212351029252434	0.06216439487814952	0.04475703324808184	0.045892006888866375	0.1057394801980198	0.02933740399751944	0.02079432437264182	0.012687648069344172	0.0049518106922229995	0.018984839630100725	0.017425091789837647	0.04043669510837882	0.04544281751918983	0.04556449344658829	0.04695490469549047	0.04792125372361093	0.030821917808219176	0.026991002999000334	0.062461155997513985	0.014597534944570681	0.0871413390010627	0.0777027027027027	0.15043547110055425	0.054189663823381834	0.06053639846743295	0.033066781932137454	0.03815609310816979	0.04577489358732817	0.03147410358565737	0	0.0	0.02219996028122122
GU	USA	X	X	0.06666666666666667	0.075	0.47368421052631576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006535947712418301	0.022598870056497175	0	0.10526315789473684	0.02666666666666667	0	0.0821917808219178	0.16	0.0273972602739726	0.3125	0.08771929824561403	0.03773584905660377	0.23076923076923078	0.1	0.07142857142857142	0.05263157894736842	0.16666666666666666	0.1	0.0625	0.15789473684210525	0.13333333333333333	0.22	0.23333333333333334	0.1016949152542373	0.21428571428571427	0.17073170731707318	0.12	0.1875	0.21875	0.12903225806451613	0.13114754098360656	0.08888888888888889	0.3103448275862069	0.1956521739130435	0	0.25	0.30303030303030304	0.1638655462184874	0.05167958656330749	0.008168028004667444	0.004206098843322818	0.003367003367003367	0.005244755244755245	0.006172839506172839	0.03286852589641434	0.028535980148883373	0.037991858887381276	0.001402524544179523	0.0014727540500736377	0.006864988558352402	0.0599250936329588	0.05056179775280899	0.07446808510638298	0.10714285714285714	0.05	0.1076923076923077	0.15	0.005376344086021506	0.05046728971962617	0.024309847548413678	0.0021413276231263384	0.0020189783969311527	0.00201765447667087	0.003099974166881943	0.02099167571480275	0.0	0.013100436681222707	0.03800475059382423	0.017857142857142856	0.0028169014084507044	0.007722007722007722	0.03508771929824561	0	0.0	0.010101010101010102	0.055248618784530384	0	0.0	0.0	0.0	0	0.0	0.015491009681881052
HI	USA	1.0	1.0	0.375	0.061946902654867256	0.0297029702970297	0	0.1651376146788991	0.22580645161290322	0.06666666666666667	0.18181818181818182	0.1111111111111111	0	0.25	0.045454545454545456	0.28	0.15151515151515152	0.1927710843373494	0.007874015748031496	0.07960199004975124	0.05194805194805195	0.04887218045112782	0.025996533795493933	0.015665796344647518	0.06017579445571332	0.026779882429784456	0.006730229949523275	0.012226512226512226	0.02040816326530612	0.01834862385321101	0.05	0.03770949720670391	0.06055900621118013	0.012110726643598616	0.04878048780487805	0.011406844106463879	0.03389830508474576	0.00847457627118644	0.009966777408637873	0.07489597780859916	0.07621951219512195	0.04639175257731959	0.056818181818181816	0.023014959723820484	0.0696078431372549	0.03795721187025535	0.03264925373134328	0.058301647655259824	0.05717916137229987	0.1391035548686244	0.14392059553349876	0.22847682119205298	0.16770186335403728	0.25139664804469275	0.13580246913580246	0.20170940170940171	0.1977124183006536	0.0787037037037037	0.17166212534059946	0.22172619047619047	0.20790378006872853	0.16734143049932523	0.133428981348637	0.10211267605633803	0.1523972602739726	0.33114754098360655	0.1873479318734793	0.25	0.313915857605178	0.28846153846153844	0.35311572700296734	0.33183856502242154	0.2869198312236287	0.20108275328692962	0.10902812037493834	0.08289855072463768	0.10901001112347053	0.06740878169449598	0.053882132834424695	0.04416251806648466	0.048880767473732295	0.056623376623376624	0.09491158426560808	0.11475409836065574	0.20670391061452514	0.19751809720785937	0.2281449893390192	0.16544502617801046	0.18229166666666666	0.18421052631578946	0.1571290009699321	0.22644628099173553	0.256857855361596	0.18223760092272204	0.125	0.02806183115338882	0.021995083451934273	0.013171622326551904	0.006797748702580221	0.00842951235724213	0.02241336012054244	0.025997524045329016	0.04372588645967297	0.0658544616397761	0.1274787535410765	0.11535688536409516	0.25742574257425743	0.12087912087912088	0.21765417170495768	0.16680707666385847	0.26214405360134	0.3421250941974378	0.26036866359447003	0.14510385756676558	0.11014356319133914	0.04733009708737864	0.04308294866414883	0.014231286418646348	0.0033234859675036928	0	0.0	0.0505971055730972
IA	USA	X	0.8823529411764706	0	0	0.006134969325153374	0.019363762102351315	0.019940179461615155	0.010469174098487785	0.0030977189524077726	0.002311756935270806	0.0015054572826496049	0.0011673151750972762	0.00042625745950554135	0	0.0044662795891022775	0.0039347948285553686	0.00038804811796662784	0.0016733601070950468	0.0008340283569641367	0.00027359781121751026	0.000279876854184159	0.000587026709715292	0.0006169031462060457	0.0005665722379603399	0.0012719409819384382	0.0003939075630252101	0.0019743336623889436	0.0017718715393133999	0.0005358099660653688	0.000655307994757536	0.000782105427811669	0.0002966918854769322	0.0007836990595611285	0.0002457606291472106	0.0009507093754570718	0.0006438557763061074	0.002912825440677457	0.0004288833437305053	0.0013907432131731196	0.0017277551524126867	0.003699242945629732	0.0005857740585774059	0.0017870819504723003	0.0012085255987695012	0.0024437927663734115	0.0032645447126034744	0.0031750063500127	0.005548705302096177	0.004234026173979984	0.0042256496936403974	0.015590200445434299	0.018048780487804877	0.035417308284570376	0.031486146095717885	0.03983656792645557	0.04268916155419223	0.05064330687106488	0.041758849557522126	0.056764106050305914	0.048582995951417005	0.0644	0.06895074946466809	0.07074340527577938	0.09712509712509712	0.15024630541871922	0.1264	0.12698412698412698	0.1183206106870229	0.18144329896907216	0.26700680272108845	0.1485557083906465	0.4976958525345622	0.2838709677419355	0.18118628359592215	0.10756302521008404	0.04763998827323366	0.08411843876177658	0.06602275734321249	0.06902394938996836	0.05661557710353456	0.0443730395532094	0.045935777408347186	0.054585813742306526	0.08591720076216872	0.056814007591526876	0.06384826987114521	0.04481763857407789	0.05740181268882175	0.05711477558152233	0.04586518415566365	0.06644963615472999	0.023344328850545548	0.027863511659807955	0.03742319865946751	0.029887380883626913	0.025809804261216006	0.009323363795809102	0.014889067094359797	0.012772981895921846	0.013199665831244779	0.018837583275901678	0.03750253395499696	0.04560697518443997	0.058752636336245855	0.01821439235592714	0.07392363931762795	0.07761966364812418	0.126514131897712	0.07161803713527852	0.1099554234769688	0.09150943396226414	0.1258964143426295	0.11282932416953036	0.05407328352899324	0.06308345120226308	0.06307173808377467	0.02803030303030303	0.026206538661131294	0.00046696240952603317	0.0	0.023654521587966083
ID	USA	X	1.0	1.0	0.3385416666666667	0.11802030456852793	0.0427807486631016	0.02702702702702703	0.0603448275862069	0.028735632183908046	0.013888888888888888	0.028037383177570093	0.017045454545454544	0.009615384615384616	0.020833333333333332	0.04672897196261682	0.019969278033794162	0.012121212121212121	0.05029296875	0.15497448979591838	0.01553858309191467	0.048538177689469206	0.07034104750304507	0.0676114555653971	0.026527871054398924	0.04532967032967033	0.15430562468889994	0.05149501661129568	0.039574719432959246	0.10048076923076923	0.06723515906854706	0.041397533763945976	0.0347586896724181	0.01884859659905757	0.03419502617801047	0.03195806560703415	0.02232606438213915	0.028761799000555248	0.03026163707050541	0.029458418309539994	0.020109507217521156	0.011988651963027364	0.011496977598672515	0.008186960404882405	0.022769806612601372	0.014496873223422399	0.015229266677702366	0.01753519387503087	0.02054794520547945	0.027315914489311165	0.018469656992084433	0.014997000599880024	0.031155778894472363	0.0413176996091569	0.04295010845986985	0.056776556776556776	0.08117529880478087	0.13177410154021676	0.07657200811359026	0.10829207920792079	0.10325318246110325	0.09572301425661914	0.10600706713780919	0.08482142857142858	0.09310344827586207	0.1281779661016949	0.13154533844189017	0.14027777777777778	0.12830957230142567	0.08333333333333333	0.10580912863070539	0.17147192716236723	0.13463414634146342	0.19722222222222222	0.2993601462522852	0.2173551427779318	0.19934393136512743	0.13428863868986693	0.12510105092966856	0.0796656654042053	0.07058384165318063	0.07614874467077215	0.08342120679554775	0.07402707275803723	0.08552475716654821	0.05316365366317793	0.0630143716988085	0.06240998559769563	0.06102635228848821	0.06507042253521127	0.056861038584276186	0.04663422546634226	0.08593498551657547	0.07261778250088559	0.08747252747252747	0.17509948834565095	0.13977024070021882	0.07299541454951047	0.06922273608831866	0.06476744186046511	0.04276851098454028	0.03214446276037764	0.026429163214581608	0.010812236286919831	0.010958904109589041	0.009496890898812888	0.009728340675477239	0.006488644871474919	0.018001241464928614	0.0832072617246596	0.09836065573770492	0.12158808933002481	0.12277227722772277	0.08686868686868687	0.05024509803921569	0.017029328287606435	0.04881656804733728	0.05673758865248227	0.00407955124936257	0	0.0	0.05355282896503835
IL	USA	1.0	0.41379310344827586	0.1741654571843251	0.02191380569758948	0.008447422079813574	0.009180550833049982	0.011022044088176353	0.009114686534041372	0.017754662840746054	0.01348122866894198	0.00916198387490838	0.0065845231110241865	0.008902077151335312	0.008027091433588361	0.011242722344910661	0.01535553980628396	0.0180977277297406	0.014634146341463415	0.014033680834001604	0.016902873488493043	0.017457427439220307	0.01044018058690745	0.00971904606337798	0.009280350966000168	0.0077978339350180505	0.00905349794238683	0.009333176802066212	0.010254686055308061	0.008740990645606503	0.010486454995630643	0.005639231922335642	0.005339252504649349	0.002632128681846668	0.0010471204188481676	0.0013686788647168996	0.000976705572105289	0.0004352582728481184	0.0006962701528192939	0.0008852213053263315	0.0007756678948075001	0.0012639152204559818	0.0021260843979574403	0.006461345065996229	0.005387041980101917	0.007106619836917453	0.005095008368612779	0.0071175428233904315	0.009350587863962756	0.0075460603684829475	0.02031769486516439	0.026420616210064224	0.020834983759803534	0.03840947546531303	0.05964083175803403	0.06634882796980532	0.07526739733262908	0.08722523781372601	0.08403621108412453	0.088590899098703	0.07511712917674922	0.09957604663487016	0.10339888006250814	0.08114295404442937	0.0784704033525406	0.05878731917513081	0.06276041666666667	0.10401002506265664	0.16031631919482386	0.10998877665544332	0.14395393474088292	0.13820033955857386	0.13373791863340076	0.11648296593186373	0.11071153352170562	0.08646324714874305	0.05137339458141933	0.053678496191865176	0.05574192541738181	0.04755779822565219	0.06750326195410239	0.06098077737971416	0.05586412669267845	0.06973270020807769	0.07458419958419958	0.07550421240745468	0.075911733615222	0.08634964078002053	0.07875594249384271	0.07353982300884956	0.06276742459068567	0.06476154248490323	0.0343391262755102	0.03823541255587323	0.0402104091851702	0.02579634735111767	0.018954574516194426	0.0050707152241676896	0.004363439780669575	0.004816457590682739	0.007116834018628172	0.017502897830766685	0.037685420285981555	0.03881086856968402	0.05483028720626632	0.04653607262302915	0.06271285965942454	0.08740463124079775	0.10297226713095387	0.10214734843990983	0.10997774480712166	0.04035012809564475	0.036726342710997444	0.039233983851990104	0.031891627223763666	0.03445088438093335	0.021574140891333016	0.022421889845001222	0.007576454709978222	0	0.0	0.02361825710918947
IN	USA	1.0	0.6666666666666666	0.35714285714285715	0.19276018099547512	0	0.0011487650775416428	0	0.002927088877062267	0.0010212418300653595	0	0	0	0	0	0	0	0.0007955449482895784	0.0017500875043752187	0.00027419797093501506	0	0.00017047391749062393	0	0	0	0.0001772735330615139	0.0002810172825628776	0	0	0	0	0	0	0	0	0	0.0002655135791230466	2.5533001404315077e-05	0.00045150803684305583	5.021971123666039e-05	0.0005433483297472343	0.0003818765864725835	0.00020868657884439806	0.0012591508052708638	0.002381795358717693	0.003467719199323372	0.0044227596616237845	0.005263157894736842	0.011009732360097323	0.017807798587657353	0.04188210961737332	0.041696415821790664	0.04122890799108564	0.05005382131324004	0.07523862998315553	0.08472327520849128	0.0713684564888066	0.078530991435622	0.06236786469344609	0.05930256838588432	0.07432827102803738	0.12431084274087686	0.14141553773845728	0.08540084388185654	0.0770961145194274	0.0568426724137931	0.06312189054726368	0.06409752261108927	0.05314685314685315	0.09059711736444749	0.0874074074074074	0.08597091531223268	0.07158980973879393	0.10688448074679113	0.09808787038388557	0.06183305076294006	0.041669371065100276	0.048295454545454544	0.033445067982373546	0.03606217616580311	0.042233464493160955	0.03666529343470282	0.04646691986683547	0.06555822127991966	0.08663133097762073	0.07741702741702741	0.09001956947162426	0.0941290209175602	0.0824791800128123	0.06655163914222331	0.06974305191400104	0.0647027530256683	0.033060537122935565	0.0331961675469844	0.028184635459142064	0.026275036134627297	0.010015676711374325	0.005764875437512868	0.006500508014182927	0.007450582868727826	0.007668615249229995	0.008701738014697305	0.030891134588883786	0.033582089552238806	0.04470471791487958	0.04665492957746479	0.04024556616643929	0.050976655550262026	0.06550218340611354	0.08069381598793364	0.13089430894308943	0.19537572254335261	0.05729492798998122	0.040845834086390746	0.07594408512413937	0.052155874944436215	0.025911826108313888	0.031193078324225864	0.02091066567681267	0	0.0	0.022489705055755857
KS	USA	X	0.25	0.1836734693877551	0.009569377990430622	0.05787037037037037	0.0017331022530329288	0	0	0	0	0.021621621621621623	0.016881827209533268	0.03225806451612903	0.0029806259314456036	0.015174506828528073	0.005571030640668524	0	0	0.03206051873198847	0.0552228875582169	0.03619909502262444	0.06855151045701006	0.03537653239929948	0.0008720930232558139	0.002008032128514056	0.0007144558228149559	0.000986679822397632	0.000667334000667334	0.0002626740215392698	0.0003547986517651233	0.0008880994671403197	0.00042283298097251583	0	0.005188516084399862	0.0007016723190270144	0.0026616564897447943	0.0002813731007315701	0.001023174911751164	0.0004333694474539545	0.00356302093274798	0.001226993865030675	0.00046061722708429296	0.007293007293007293	0.004145077720207254	0.004442318206670312	0.0034129692832764505	0.007959067652075043	0.013916500994035786	0.017360114777618365	0.010112112552209276	0.011181434599156118	0.020848310567936738	0.02738475581926061	0.03597122302158273	0.046587926509186355	0.06466984343090537	0.07356002775850104	0.10863095238095238	0.07894736842105263	0.14769647696476965	0.15608619685497963	0.17655172413793102	0.14535901926444833	0.15968992248062017	0.1248527679623086	0.14972527472527472	0.16444981862152358	0.1878453038674033	0.2574123989218329	0.22455845248107653	0.2222222222222222	0.1895734597156398	0.11524358302776323	0.055428067078552516	0.07709682276765548	0.05335566455317622	0.0564221301486717	0.04860681114551084	0.04543850361743427	0.04960257571184224	0.04794869184566833	0.05128205128205128	0.05957259953161592	0.043582759173209425	0.04913702007749207	0.08334823824002861	0.07482876712328768	0.08657777777777778	0.07172322022621423	0.06046161565479177	0.054297809681575555	0.03480033215067563	0.04279182124061772	0.042324430412151205	0.0231809401159047	0.023627667927760724	0.011614706139201816	0.011873873873873874	0.013899184581171238	0.0179972421663259	0.022763633039264982	0.06641990540818425	0.018051928099554464	0.03261854424645122	0.02616279069767442	0.02961082910321489	0.04038461538461539	0.053763440860215055	0.05850091407678245	0.0776978417266187	0.05128205128205128	0.06379928315412187	0.046694214876033056	0.06361209964412812	0.053091163115612995	0.052788844621513946	0.022526934378060724	0.018460575719649562	0.013264869490800172	0.0025425883549453345	0.02576273987834227
KY	USA	0	0	0.07042253521126761	0.05802047781569966	0.00931098696461825	0.019329896907216496	0.0039447731755424065	0.0008278145695364238	0	0	0	0.0056625141562853904	0	0.002526847757422615	0.010362694300518135	0	0	0	0.00036429872495446266	0	0	0	0	0.00022977941176470588	0.00024177949709864604	0	0.0016369961121342337	0.0007593014426727411	0.0006395224898742272	0	0	0.00026867275658248256	0.001088139281828074	0.0003455027064378671	0.00042593065848879803	0.0073943095965278895	0.0012138868657441126	0.0005563704415558141	0.00016416766991353835	0.0005862155598358596	0.0002212878955521133	0.00045217041800643085	0.0008667244482965531	0.0028791829639287264	0.002838006584175275	0.001797132946044218	0.0031615867213357703	0.003021513173797438	0.0018496498876998282	0.0053520346959490634	0.007504480286738351	0.011476857106823054	0.016354016354016353	0.027210884353741496	0.04048924504428511	0.03683196918632643	0.04234234234234234	0.04620918649695628	0.035441278665740095	0.07595993322203673	0.08091787439613526	0.09708981435022579	0.05782994560549671	0.05834586466165414	0.04555555555555556	0.03369209171736079	0.0625	0.06124031007751938	0.08100289296046287	0.08857395925597875	0.07643312101910828	0.07498318762609281	0.05975941016686069	0.03949465058046893	0.043250523795270876	0.044276773702988825	0.03414381789963787	0.028561525129982668	0.04721058145625982	0.0530363491257346	0.02650182831272854	0.027615910818343047	0.030919407578380458	0.04490430783796578	0.032160335586110464	0.038579615227179696	0.041187298665439485	0.042624580589039396	0.03637919965760753	0.03140495867768595	0.03778076803643515	0.048206563215466805	0.03450208631749393	0.042270370862687756	0.05500550055005501	0.009490458790093382	0.0018749162983795367	0.00852602371142689	0.002952877511181398	0.005531718733378249	0.009282365396249244	0.01627979436049229	0.014149139579349905	0.02353086115559936	0.015229693741677763	0.05226480836236934	0.007448594208980277	0.008450052089362194	0.005457025920873124	0.016173329264571254	0.020793950850661626	0.030612244897959183	0.04693140794223827	0.038973852984706465	0.0319896449704142	0.0073900293255131965	0.015625	0.0005192107995846313	0	0.0	0.01666424674267395
LA	USA	X	0.06493506493506493	0.056851311953352766	0.018808777429467086	0.021784119376974186	0.040702314445331206	0.03393157599551318	0.05354706684856753	0.020928462709284626	0.03293807641633729	0.02185185185185185	0.009971509971509971	0.014705882352941176	0.013750429700928154	0.017382143797735054	0.006830176963675877	0.011329866270430906	0.009389671361502348	0.004513837501849934	0.008908119114278442	0.005216587427363972	0.005898294277060417	0.005214182576608375	0.00913527718683519	0.019867549668874173	0.013973966309341501	0.004986149584487534	0.012210526315789474	0.01780204130073582	0.022454308093994776	0.004899292324442025	0.0015283842794759825	0.004166666666666667	0.0026655730982161163	0.007167572911517549	0.005527043031977891	0.004675628287551139	0.00210483432916893	0.00503850860145397	0.0045852187028657615	0.01322440343246738	0.006303787754207093	0.0019196587273373623	0.007722624627183638	0.007111179079369934	0.009777132610366323	0.011492014024152708	0.008636390341343047	0.012951926897099722	0.02063273727647868	0.021339816315505133	0.027121332275971452	0.029193801931282282	0.034623217922606926	0.03133640552995392	0.02100840336134454	0.037083333333333336	0.04303947758978925	0.05229387231312159	0.029001673173452314	0.04276315789473684	0.042293233082706765	0.04803921568627451	0.03252850435949028	0.05609756097560976	0.05313588850174216	0.05857564264643911	0.04192472606002858	0.041586073500967116	0.0631786771964462	0.06182472989195678	0.07511625134136163	0.056633921174103444	0.04421556387848523	0.05958291956305859	0.03207496391260734	0.03568684367796465	0.03580870787456913	0.041569223573433116	0.03381395942324869	0.03705121335068514	0.05468662090694273	0.040774857762124084	0.05476673427991886	0.045104510451045104	0.042587170614852274	0.05528169014084507	0.04085257548845471	0.07465069860279441	0.041666666666666664	0.06624055781522371	0.06955591225254147	0.10298792116973936	0.10226072258609761	0.0571870170015456	0.03227910860602265	0.019991722373421294	0.00707523102216679	0.013438697771258222	0.02059622991757088	0.02531107093480804	0.0393600812595226	0.04807814283902068	0.04095940959409594	0.059049447911665866	0.07597684515195369	0.06556016597510374	0.08741721854304636	0.10086956521739131	0.10486891385767791	0.0908203125	0.09284028324154209	0.0907451923076923	0.11095700416088766	0.11237298266586969	0.053314971473539245	0.03671359828907503	0.0242152466367713	0.002398687034465345	0.00030079711234772146	0.02497937448745911
MA	USA	0.6666666666666666	0.1210762331838565	0.04032729398012858	0.03392601675863478	0.025566811384466957	0.013912900304601959	0.010705659638357595	0.0039650537634408605	0.01863902948501647	0.01616488179430188	0.007681101840815786	0.008582274302690212	0.008615897720956087	0.009673518742442563	0.0011474469305794606	0.0015037593984962407	0.0038819875776397515	0.0026200873362445414	0.007352941176470588	0.0056782334384858045	0.007488479262672811	0.0038204393505253103	0.004849660523763337	0.006474103585657371	0.0043499275012083135	0.009194395796847636	0.006295399515738499	0.011092150170648464	0.014388489208633094	0.03450679679330777	0.011051022807430049	0.005449591280653951	0.008061002178649237	0.006556877096675816	0.00605193661971831	0.005636363636363636	0.004889532777978993	0.0036640204296896684	0.0037676094790870373	0.004298091241369974	0.0029666548000474666	0.0030108809062453423	0.008868521693261243	0.010092830908933167	0.013363132653536341	0.007851571609960872	0.009582770770902624	0.012110658170736534	0.01813325114295988	0.041478630209715955	0.04642345606201028	0.05748573346760658	0.06223783045556531	0.07917641553579785	0.08128420880647005	0.08653649908157017	0.08037764735902016	0.07988289418653283	0.15103861907548274	0.1872093023255814	0.21931335400160754	0.23830059095991055	0.23797979797979799	0.25075620084694494	0.20533467539003522	0.17545375972342264	0.15513392857142858	0.20270270270270271	0.16145833333333334	0.355	0.2991329479768786	0.4375866851595007	0.4040577716643741	0.34043478260869564	0.31035525321239604	0.3121987393400074	0.2814358309006379	0.294831013916501	0.29934684875731615	0.31849973771638396	0.2660254109539875	0.2956382620410913	0.2904363974001857	0.33471575966012546	0.31253816405454915	0.29108232523284444	0.2903991370010787	0.34588826114249843	0.3296330819422083	0.2893651157460463	0.16455829643685432	0.3446574084701021	0.17279596977329975	0.11529778991666899	0.07846310615596715	0.08028673835125448	0.05957764474496461	0.0457995968706228	0.045568489467015486	0.09363643640438646	0.11339851925900472	0.19330548532483235	0.26119521912350596	0.2446351931330472	0.25174145472217724	0.2845495311863025	0.3098404255319149	0.3177884615384615	0.3003421309872923	0.28923367229269314	0.18370308936346672	0.18294618381185976	0.07678041543026706	0.09940156648772332	0.0405359565807327	0.008036665268050221	0.03598858898398069	0.0032238442822384427	0	0.0	0.0907440140314869
